HOSPITAL NAME,Address,CITY
Healthcare Global Enterprises (HCG),"44-45/2 2nd Cross, R R Mohan Roy Ext, Bengaluru, Bengaluru, Karnataka, 560027",Bengaluru
Chaitanya Hospital,"80, P & T Colony, Rt Nagar, Bangalore-32",Bengaluru
Chord Road Hospital,"#100 Bhimajyothi, Lic Colony, Woc Road, Basaveshawaranagar, Bangalore",Bengaluru
Citi Hospital,25/91 Chord Road 11 Block Rajajinagar Bangalore,Bengaluru
Devi Super Speciality Eye Hospital Private Limited,"#434, 18th Main, 80 Feet Road, 6th Block, Koramangala Bus Depot, Koramangala.",Bengaluru
D G Hospital,"No. 274/275, M.K. Puttalingaiah Road, Padmanabhanagar",Bengaluru
Dr Zamindars Microsurgical Eye Centre,"# 1013, 3rd Cross, 1st Block, Hrbr Layout, Kalyan Nagar",Bengaluru
Gayathri Hospital Pvt Ltd,# 91 Magadi Chord Road Vijayanagar,Bengaluru
Hosmat Hospital,"45 Magrath Road Off Richmond Road Bangalore, Off Richmond Road",Bengaluru
Karthik Netralaya Institute Of Ophthalmology Pvt Ltd,"89 7th Cross, Nr Colony Ashok Nagar, Nr Colony, Ashok Nagar",Bengaluru
Koshys Hospital,"Ramamurthy Nagar Extn, Raghavendra Nagar, Tambuchetty Palya Main Road",Bengaluru
M S Ramaiah Hospitals,"M S Ramaiah Memorial Hospital, M.S.R. Nagar, Msr It Post, Bangalore",Bengaluru
Mallya Hospital,No 2 Vittal Mallya Road,Bengaluru
Manipal Hospital,"#98 Rustom Bagh, Hal Airport Road",Bengaluru
Manipal North Side Hospital,"# 71 11th Main Road, Opp To Railway Station, Malleswaram, Bangalore",Bengaluru
Narayana Health,"Hosur Road Anekal Taluk, No. 258 / A Bommasandra Industrial Area Anekal Taluk Bangalore - 562158, Hosur Road, Anekal Taluk",Bengaluru
Nu Hospitals Pvt Ltd,"C.A.6, 15th Main, 11th Cross, Padmanabhanagar, Bangalore",Bengaluru
P D Hinduja Sindhi Hospital,Sampangiramanagar,Bengaluru
Prabha Eye Clinic And Research Centre,"# 504, 40th Cross, 8th Block, Jayanagar, Bangalore",Bengaluru
Pristine Hospital And Research Centre Pvt Ltd,"#877 Modi Hospital Road West Of Chord Road, Rajajinagar",Bengaluru
Sagar Hospitals,"# 44 / 54 30th Cross Tilaknagar, Jayanagar Extn Bangalore",Bengaluru
Shaker Nursing Home,"No.260, Sampige Road, Near 17th Cross, Malleshwaram",Bengaluru
Shirdi Sai Hospital Pvt Ltd,"No. 519, 2nd Main, Nethravathi St, Devasandra, New Bel Road",Bengaluru
St Marthas Hospital,"Nrupatunga Road, Bangalore",Bengaluru
Sudharsana Nethralaya,"452, R S Plaza 1st Floor(Above Kids Kingdom), Between 6th & 7th Cross, Sampige Road, Malleswaram",Bengaluru
Sunayana Eye Hospital,"# 1156, 26th Main, 4th T Block, Jayanagar",Bengaluru
Sunetra Eye Hospital,"No. 519/34, 10th Main B.S.K. I Stage, Bangalore",Bengaluru
Dr Solanki Eye Hospital Pvt Ltd,"# 191/1, 2nd Cross, Link Road Malleswaram. Bangalore-03",Bengaluru
Trinity Hospital And Heart Foundation,"Near Rv Teacher College Circle, Basavanagudi",Bengaluru
Vijaya Nethralaya,"#5, 20th Cross, Malgala Underpass, Ring Road, Nagarbhavi 2nd Stage.",Bengaluru
Vinayaka Hospital,# 110 Ist Main 80 Ft. Road S.B.M Colony B.S.K. I St Stage Hanumanthanagar,Bengaluru
Vittala International Institute Of Ophthalmology,"No 1 2nd Cross, 2nd Main, Bsk 3rd Stage, 2 Main, Bsk 3 Stg",Bengaluru
Nayak Hospital,"3367, 5th Cross, Gayathrinagar",Bengaluru
Shreya Hospital,"73, 3rd Main, 6th Cross, Behind Icici Atm, Kengeri Satellite Town, Bangalore",Bengaluru
Mediscope Hospital Pvt Ltd,"#11 , Pillanna Garden , Iii Stage",Bengaluru
Manipal Hospitals (originally incorporated with the name of Columbia Asia Hospital group),"Hebbal Kirloskar Business Park Bellary Road, Hebbal, Bangalore",Bengaluru
Shekhar Hospital,NO. 81 BULL TEMPLE ROAD,Bengaluru
Udhbhava Hospital,"No. 114, 100 Feet Ring Road, Banashankari 3rd Stage, Bangalore - 560085",Bengaluru
Lakshmi Hospital,"402, 2nd Cross, Judges Colony Ganganagar, 402, 2nd Cross, Judges Colony Ganganagar, Bangalore - 560032",Bengaluru
Prasad Eye Hospital,"No. 11, Krinshan Nagar Indistrial Layout, D.R.C. Post, Near Christ College, Hosur Main Road, Bangalore - 560 029.",Bengaluru
Sri Jayadeva Institute Of Cardiovascular Sciences And Research,"Jayanagar 9th Block, Bannerghatta Road, Bangalore - 560069",Bengaluru
Shushrusha Hospital,"B B Road Yelahanka, Bangaloer 560064",Bengaluru
B W Lions Superspeciality Eye Hospital,"#5, Lions Eye Hospial Road (Off. J.C Road ), Bangalore 560002",Bengaluru
Gangothri Hospital,"# 27, Kuvempunagar, 100ft Ring Road, Bangalore",Bengaluru
Sri Lakshmi Hospital,"5, 6 & 7, Nagappa Reddy Layout,Kaggadsapura, C V Ramannagar Post",Bengaluru
Sanjeevini Hospital,"# 760, Last Bus Stop, Mahalakshmi Layout, Bangalore",Bengaluru
Apollo Hospital,"# 154/11, Opp. Iimb., Bannergahtta Road, Bilekahalli",Bengaluru
Sukruthi Eye Care Microsurgical Centre,"148, Vyalikaual, Malleswaram 11th Cross, Bangalore",Bengaluru
Vinayaka Nethralaya,"#66/A, 7th main road, N.S. Palya, BTM 2nd Stage, BTM Layout, Bangalore- 560076.",Bengaluru
Deepa Hospital,"# 27, Old Madras Road, K R Puram",Bengaluru
Sri Maruthi Hospital,"# 50 Kondappa Garden, Kogilu Road, Maruthi Nagar, Yelahanka, Bangalore",Bengaluru
Cloudnine Jayanagar,"# 1533, 9th Main, 3rd Block, Jayanagar, Bangalore",Bengaluru
Healthcare Global Enterprises (HCG),"Hcg Tower, No. 8, P Kalinga Rao Road, Sampangiramnagar",Bengaluru
Lakshmi Maternity Home,"# 95 & 96, 15th Cross, Margosa Road, Malleswaram Bangalore",Bengaluru
Jayashree Nursing Home,"# 4, 4th Cross, 4 Block, Kumara Park W, Bangalore",Bengaluru
Kumar Nethralaya,"# 562, 41st Cross, 3rd Main, 2nd Block Rajajinagar.",Bengaluru
Navashakti Nethralaya,"#1803, Outer Ring Road, HBR Layout, 5th Block, 1st Stage, near Nagawara Flyover",Bengaluru
Sundar Hospital,"#01&02, Hennur Main Road, Lingaraja Puram",Bengaluru
Hcg Msr Cancer Centre,"M S Ramaiah Memorial Hospital, M.S.R. Nagar, Msrit Post",Bengaluru
Narayana Nethralaya 2,"#258/A, Hosur Road, Bommasandra",Bengaluru
Pradnya Nethralaya,"#04, 6th Cross, Ganesh Block, Dinnur Road, Rt Nagar",Bengaluru
Premier Sanjeevini Hospital,"# 6/2, Tumkur Road, T.Dasara Halli",Bengaluru
Gurushree Hi-Tec Multi Speciality Hospital,"# 1558, Opp-Chandra Lay Out Bus Stand, Chandra Lay Out, Vijayanagar",Bengaluru
T R Hospital,"# 1 To 7, Kothnur Dinne Main Road, J.P.Nagar 8th Phase",Bengaluru
Basavangudi Medical Centre,"# 84/1, R.V.Road, Basavanagudi",Bengaluru
Bgs Global Hospital,"Bgs Health And Education City, # 67, Uttara Halli Road, Kengeri",Bengaluru
Raksha Multi Speciality Hospital,"# 141/ 142, 1st Main, Krishnananda Nagar, K.H.B.Colony, Police Quarters, Nandini Layout",Bengaluru
Poornima Hospital,"No. 200/A, Hmt Layout, Rt Nagar",Bengaluru
Mahanth Hospital,"# 8, 1-St Cross, N.G.R.Lay Out, Roopena Agrahara",Bengaluru
Prashantha Hospital,"# 90/D, Bommana Halli Circle",Bengaluru
Akshaya Nethralaya,"#227/A, Bcehbcs Layout, Vidyagiri Layout, Nagarbhavi Circle",Bengaluru
Manipal Hospitals (originally incorporated with the name of Columbia Asia Hospital group),"#26/1, Dr.Rajkumar Road, Malleswaram West",Bengaluru
Rangadore Memorial Hospital,"1st Cross, Shankarapuram, Basavanagudi",Bengaluru
Dr Malathi Manipal Hospital,"45/1, 45th Cross, 9th Block, Jayanagar",Bengaluru
Nethradhama Hospitals Pvt Ltd,"# 256/14, Kanakapura Mn Rd, Jayanagar",Bengaluru
Nrr Hospital,"393a, Hesarghatta Main Road, Chikkasandra, Near Chikkabanavara Railway Station",Bengaluru
Divine Speciality Hospital,"#110, 6th Main Iti Layout Benson Town Post, Bangalore-560046",Bengaluru
Apple Hospital,"No.17/B, 18-20,'C' Sector, Yelhanka-Dodaballapura Main Road Opposite. Railway wheel factory , Yelahanka New Town",Bengaluru
Sagar Hospitals,"Behind Dayanand Sagar Institutions, Shavige Malleshwara Hills, Kumarswamy Layout",Bengaluru
Bharathy Hospital,"# 4, Prasanthnagar",Bengaluru
Rangalakshmii Netralaya,"#2054 13th B Main, 3rd Phase , Mother Dairy Cross, Yelahanka New Town",Bengaluru
Springleaf Health Care Pvt ltd,"#60/3, Konapana Agrahara, Opp. Infosys Convention Centre, Hosur Main Road, Electronics City.",Bengaluru
V Care Hospital,"#29, Ist Main Road, 1st A Block, Deve Gowda Road, Rt Nagar, Bangalore",Bengaluru
Fortis Hospitals Ltd,"# 14, Cunnigham Road",Bengaluru
Fortis Hospitals Ltd,"# 23, 80 Feet Road, Gurukrupa Layout, 2nd Stage Nagarbhavi, Near Nagarbhavi Circle",Bengaluru
Fortis Hospitals Ltd,"No 154 / 9, Bilekahalli, Bannerghatta Road",Bengaluru
Unity Lifeline Hospital,"#193.2nd Block, 2nd Stage, Nagarbhavi, Near Bda Complex, Nagarbhavi",Bengaluru
Axon Specialty Hospital,"No 321, 6th Main Hal 2nd Stage Indira Nagar",Bengaluru
Shanthi Hospital And Research Center Pvt Ltd,"No 307, 40th Cross 8th Block Jayanagar",Bengaluru
Padmashree Nuring And Maternity Home,"1108/30, 10TH MAIN",Bengaluru
Vasan Eye Care Hospital,"#389 New 46, 19th Main 1st Block Rajajinagar",Bengaluru
Nethradhama Hospital Pvt Ltd - Rajajinagar.,"#30, 19th Main Road, 2nd Block Rajajinagar, Land Mark: Navarang Theatre",Bengaluru
Nethradhama Hospital Pvt Ltd,"#66, Indiranagar Double Road, Hal 2nd Stage",Bengaluru
Chanre Rheumatology And Immunology Centre And Research,"#149, 15th Main, 3rd Stage, 4th Block, Water Tank Road, Basaveshwaranagar 15th Main",Bengaluru
South City Hospital,"53/1(45), Shalini Susheela Road, Lalbagh Upparahalli, Bangalore",Bengaluru
Vagus Superspeciality Hospital,"18th Cross, 4th Main, Malleshwaram",Bengaluru
Excelcare Hospital,"3/2, 27th Cross, Industrial Layout, Banshankari 2nd Stage",Bengaluru
Motherhood,"No 324, Cmh Road, Indiranagar 1st Stage",Bengaluru
Arunodaya Hospitals,"18, 23, Mallasandra Main Road, 4th & 5th Cross, Bagalagunte Hesaraghatta Road",Bengaluru
Vasan Eye Care Hospital,"# 28 & 29, 7th Main Diagonal Road, Opp To Maiyas Hotel & Vinayak temple, Jayanagar 4th block , Bangalore-560011.",Bengaluru
Vasan Eye Care Hospital,"# 205-4c, 4th Cross, 3rd Block, Hrbr Layout, Near Hennur Bus Depot, Banaswadi, Bangalore-560043",Bengaluru
Dr Agarwals Eye Hospital,"Salarpuria Zest Building, No.16, Bannergatta Road, Opp to Shoppers Stop",Bengaluru
Saptagiri Hospital,# 15 Chikkasandra Hesaraghatta Main Road,Bengaluru
Manipal Hospitals Pvt Ltd (earlier Vikram Hospital Millers Road),"# 71/1, Millers Road",Bengaluru
Aayug Multi Specialty Hospital,"# 477 1st Main, B Block Aecs Layout, Kundanahalli",Bengaluru
Sri Sai Ram Hospital,"# 6, J.C Industrial Area, Yelachenahalli Near Metro Kanakpura Main Road",Bengaluru
Sparsh Hospital For Advanced Surgeries,"# 146, Infantry Road, Opp To Police Commissioners Office",Bengaluru
Vasan Eye Care Hospital,"#25/5-D, Outer Ring Road, Doddanekundi, Marathalli",Bengaluru
Jayashree Multispeciality Hospital (No cashless for Deluxe Wards and Suite),"No 25, 26, 27 1st Cross “B” Block Vishwapriyanagar Begur",Bengaluru
Vasan Eye Care Hospital,"Seetha Complex, No.483, 16th Cross, 18th Main Rajarajeshwari Nagar",Bengaluru
Dr Agarwals Eye Hospital,"#2557, Hig Sector B, 16th B Cross, 3rd Stage, Yelahanka New Town",Bengaluru
Cloudnine Hospital Pvt Ltd - old airport rd,"#115, Kodihalli, Old Airport Road",Bengaluru
Narayana Netralaya Unit 3,"#1/1, 1st main road, Binnamangala layout, Defence colony, HAL 2nd stage, 100 feet road, Indiranagar.",Bengaluru
Narayana Super Speciality Hospitals,No 24 9th Cross Margosa Road Malleshwaram,Bengaluru
Dr Agarwals Eye Hospital,"#33, Coles Road, Frazer Town",Bengaluru
Cloudnine Malleshwaram,"# 47, 17th Cross, 11th Main , Malleshwaram",Bengaluru
H K Hospital,"# 106/2, Bangalore Mysore Road, Near Rainbow Bridge, Kengeri",Bengaluru
Vijayashree Hospital,"#3 , Gottigere, Bennarghatta Main Road",Bengaluru
Sri Shankara Cancer Hospital And Research Centre.,"1st Cross, Shankarapuram, Basavangudi",Bengaluru
Apollo Cradle,"No. 58.5th Cross, 18th Main Dhanlakshmi Bank Building 6th Block, Kormangla",Bengaluru
Vasan Eye Care Hospital,"Sri Murthy Complex, No.43, Garvey Bhav Palya Hongasandra Village Begur, Hobli, Hosur Main Road, Bommanahalli",Bengaluru
Vasan Eye Care Hospital,"# Vijayalakshmi Arcade, No 533, Ganga Nagar, R T Nagar, Opp Bmtc Bus Stop",Bengaluru
Vasan Eye Care Hospital,"# 1127/A, 7thsector, Near Bda Complex, Hsr Layout",Bengaluru
Apollo Speciality Hospital,"No.21/2 (2) 14th Cross 3rd Block, Jayanagar",Bengaluru
Apollo Cradle,"# 25, 46th Cross, 5th Block, Jayanagar",Bengaluru
Nandana Health Care Servicespvt Ltd,"# 320/C 321/A, 1st Stage, 2nd Phase, West Of Chord Road, Manjunathnagar",Bengaluru
Nelivigi Eye Hospital And Surgical Centre,"# 446/21, Above Vijaya Bank, Opp. Amba Bajaj Showroom, Diagonally Opp. To Bangalore Central Mall, Bellandur",Bengaluru
Sailaja Superspeciality Eye Hospital,33/1 NEAR GANDHI STATUE BEHIND DAFFODILS APPARTMENT HORAMAVU MAIN ROAD BENGALURU,Bengaluru
Mazumdar Shaw Medical Centre Unit Of Narayana Health,Nh Health City No. 25a/A Bommasandya Industrial Area Hosur Road,Bengaluru
Sri Ram Nethralaya,"No.2, 1st Floor (Adjoining Brdcc Bank), Opp Ganesha Temple, Near Old Police Station, K R Puram, K R Puram Bangalore",Bengaluru
Chiraayu Hospital,"NO. 1 PEMMEGOUDA ROAD, MUNIREDDY PALYA",Bengaluru
Belaku Eye Hospital,"#769&770, I CROSS RING ROAD KENGERI UPANAGARA",Bengaluru
Narayana Multispeciality Hospital HSR layout,"Basant Health Center Building, Site No. 1. Opp To Hsr Club, Hsr Layout",Bengaluru
Brindhavan Areion Hospital,"#17, 4TH MAIN ROAD CHAMRAJPET",Bengaluru
Aveksha Hospital,"#122, Varadarajaswamy Layout, Singapura Main Road, Near M.S Palya",Bengaluru
Eye Foundation Ltd,"79/5, Outer Ring Road, Bellandur",Bengaluru
Maruthi Hospital.,2374/26 Platinum Plaza Vijayanagar Club Road Bangalore,Bengaluru
Vasan Eye Care Hospital,"Shivam Arcade, 41st Main Road, Kanakapura Main Road, Sarraki Gate",Bengaluru
Kusuma Hospital,237/37 10th Main 50ft Road Nagendra Block Srinagar Bangalore,Bengaluru
Sakra World Hospital,"52/2 & 52/3 Devarabeesanahalli, Verthur Hoobli",Bengaluru
SMILES Institute of Gastroenterology (Previously incorporated as Family Hospital),"No. 423/2, 60 Feet Road, 1st Main, 1st Stage, 1st Phase Behind Sbm Gokula",Bengaluru
People Tree Hospitals,"#2, Tumkur Road, Goraguntepalya",Bengaluru
Vasan Eye Care Hospital,Dps Tower No 40 1st Floor Above Icici Bank Ltd Banner Ghatta Road Arekere Bangalore,Bengaluru
People Tree Hospitals at Meenakshi,"No. 979, 25th Main Road Hanumanthnagar",Bengaluru
International Hospital Ltd,"#111&112, West Of Chord Road, Opp. 1st Block Rajajinagarjunction, Mahalakshmipuram",Bengaluru
Athreya Hospital,"6/2 B, Chandapura, Opp. Suryanagara Phase 1",Bangalore Rural
Bgs Gims Hospital,"# 67, Bgs Global Health & Education City, Uttra Halli Main Road, Kengeri",Bengaluru
Punya Hospital India Pvt Ltd,"# 52, 53/10, 80 Feet Road, Mig Khb Colony, Basaveshwarnagar",Bengaluru
Motherhood,"No 514/1-2-3, Kaikondara Village Opp. Total Mall, Sarjapur Road",Bengaluru
Manipal Hospitals (originally incorporated with the name of Columbia Asia Hospital group),"Sy. No. 10p & 12p, Ramagondanahalli Village, Varthur Hobli, Whitefield, Bangalore East Taluk",Bengaluru
Navachethana Hospital,"17/A2 A-Sector , Opp Railwheel Factory Yelahanka , New Town Bangalore",Bengaluru
Sankalp Nethralaya And Polyclinic,"85/1, 19th Main Hsr Layout Sector 1, Bangalore",Bengaluru
Akshara Eye Hospital,"S.V. Arcade, Devarachikkana Halli Road",Bengaluru
Nano Hospitals,"#79, DLF City, Near Arekere Sai Baba Temple, Narayanappanahalli, BTM 6th Stage, 2nd Block",Bengaluru
Eskay Healthcare,"#274,3RD CROSS,BRINDAVAN LAYOUT,SHETTIHALLI",Bengaluru
Sri Venkateshwara Nethralaya,"#120, SS COMPLEX, 9TH MAIN ROAD, RR NAGAR",Bengaluru
Specialist Health System Pvt Ltd,"No. 216, 7th Main, 80 Feet Road, 1st Block, Hrbr Layout, Kalyannagar",Bengaluru
Siddhi Eye Care,"229, 7TH CROSS, INDIRANAGAR, 1ST STAGE",Bengaluru
Motherhood,"No. 2266/17/18, G Block, Sahakara Nagar, Bangalore",Bengaluru
Aster Cmi Hospital,"No. 43/2, Bellary Road, Nh 7, Sahakarnagar",Bengaluru
Cloudnine Whitefield,"Cloudnine, 2nd Floor, Nagarjuna Sai Signet, Plot 11, Part (Ca) Of Ediz Industrial Area, Sadaramangala Village, Kr Puram, Hobli, Whitefield Main Road",Bengaluru
Dr Agarwals Eye Hospital,"No 30, 80 Ft Road, R.K Layout, Padmanabha Nagar",Bengaluru
Apollo Spectra Hospitals,"# 143, 5th Block, 1st Cross, Kormangala",Bengaluru
Nu Hospital Pvt Ltd,"#4/1, West Of Chord Road, Rajajinagar, Next To Iskcon Temple",Bengaluru
Apollo Cradle Brookefield,#101/209 ITPL MAIN ROAD KUNDALHALLI BROOKEFIELD,Bengaluru
Premier Health Care,"NO. 164, 1ST CROSS,1ST MAIN ISRO LAYOUT",Bengaluru
Prolife Multispeciality Hospital,#249/248/284/101 INTERNATIONAL AIRPORT ROAD BYATARAYANAPURA,Bengaluru
Rainbow Childrens Medicare Pvt Ltd,"SURVEY NO 8/5, DODDANEKUNDI VILLAGE, MARATHAHALLI, KR PURAM, OUTER RING ROAD",Bengaluru
Sathya Sai Orthopaedic And Multispeciality Hospital,"#20/1 BHATTARAHALLI, OLD MADRAS ROAD NEAR RTO",Bengaluru
Comfort Multispeciality Hospital,"Srr Arcade, 23 & 24 Cross, Kaggadasapura Main Road, C V Raman Nagar",Bengaluru
Vasavi Hospital,"#15, 70th cross, 14th main, 1st stage, kumaraswamy layout",Bengaluru
Sagar Chandramma Hospitals,"No. 1, Vani Vilas Road, V. V Puram",Bengaluru
Fortis La Femme,"#62 RICHMOND ROAD, SACRED HEART CHURCH ENTRY FROM MOTHER TERESA ROAD RICHMOND TOWN",Bengaluru
Sri Maruthi Nethralaya,"18, 1ST FLOOR, ABOVE AIRTEL OFFICE,17TH CROSS, MRCR ROAD, BEHIND MARUTHI MANDIR, VIJAYANAGAR",Bengaluru
Narayana Nethralaya Unit 4,"NO.63, NEXT TO ROYAL MEENAKSHI MALL, BANNERGHATTA ROAD, HULIMAVU,",Bengaluru
Sun Orthopaedic,NO. 24 BRINDAVAN NAGAR,Bengaluru
Bangalore Institute Of Gastroenterology,"No. 34, 100 feet road (ashoka pillar road), 2nd block, jayanagar, bnagalore",Bengaluru
Krishna Nethralaya,"Mathura Arcade, above sbi,beside post offcice yelahanka new town",Bengaluru
Svastha Hospital,"site no.3, narayanappa garden main road, whitefield, bangalore",Bengaluru
Dharma Kidney Care,"No.909, 47th Cross, Near BSNL Compound,, 5th Block, Jaya Nagar, Bengaluru, Karnataka 560041",Bengaluru
Rainbow Childrens Hospital & Birthright - Bg Road,"Road: No 178/1 & 178/2, Opposite Janardhan Towers, Bilekahalli, B G Road",Bengaluru
Omega Multispeciality Hospital,"#1236, WARD NO. 4 B SECTOR HIG 1&2 PHASE yelahanka new town",Bengaluru
Sri Eye Care,"NO. 118, 80 FEET ROAD, 1ST STAGE, 1ST BLOCK HBR LAYOUT, (OPP. SHIRDI SAI MANDIR & MINI ISKCON)",Bengaluru
Rajashri Grandhim Speciality Hospital,"No.349, 5TH MAIN, 11TH CROSS, BILEKAHALLI AYAPPA TEMPLE ROAD,VIJAYA BANK LAYOUT",Bengaluru
Janapriya Hospital,"no.2, 5th A cross, subbiahnapalya Banaswadi main road",Bengaluru
Bhagwan Mahaveer Jain Hospital,"NO 1.2, BANASHANKARI 3RD PHASE,AVALAHALLI, BDA 2ND LAYOUT,DEEPANJALI NAGARA",Bengaluru
"Sparsh Hospital, Rajarajeshwari Nagar","no. 8 ideal homes township,NEAR ICON INTERNATIONAL SCHOOL RR NAGAR, HBCS LAYOUT",Bengaluru
Kids Clinic India Pvt Ltd (Cloudnine),"#1/79/4, BELLANDUR VILLAGE VARTHUR HOBLI",Bengaluru
Kangaroo Care U/O Surabhi Health Care And Research,"#89, 17TH CROSS MC LAYOUT, NEAR METRO STATION VIJAYANAGAR",Bengaluru
Abhayahasta Multispeciality Hospital,"#347/247 2ND CROSS, KAGADASAPURA MAIN ROAD,CV RAMAN NAGAR",Bengaluru
Manipal Hospitals Pvt Ltd,"143, 212-2015 KR Puram Hobli, Off Hoodi Village, EPIP, Industrial Area, Whitefield, Bengaluru,",Bengaluru
Swastik Eye Hospital,NO. 76 VANI VILAS ROAD BASAVANGUDI,Bengaluru
Manjunatha Nethralaya,"NO.44, 1ST FLOOR BHUVANESHWARI NAGAR, T-DASARAHALLI AMMAJI COMPLEX, HESARAGHATTA MAIN ROAD",Bengaluru
Sachethana Eye Clinic,"#32, 9TH CROSS 1ST MAIN",Bengaluru
Best Hospital,"Sy.No.76/1,# 413,hosur main road,chandapura,bangalore",Bengaluru
Raghavendra People Tree Hospital,#13/4 T DASARAHALLI,Bengaluru
Samruddhi Eye Hospital,"NO.2 NEAR FORTUNA VISTA APARTMENT KODIGEHALLI MAIN ROAD THINDLU,VIDYARANYA PURA POST",Bengaluru
Pavan Hospital,"#110, JJ TOWERS GANDHI NAGAR",Bengaluru
Cytecare Cancer Hospitals Pvt Ltd,"Near Banglore Cross ,Banglore hyderabad HWY Venkatala Yelamanka",Bengaluru
Kanva Sri Sai Hospital,"227, RAJIVGANDHI NAGAR",Bengaluru
Medcare Hospital,"NO.12, S S TEMPLE STREET,VV PURAM",Bengaluru
Dr. Agarwals Eye Hospital,"No.41, 80 feet Road, HAL 3rd Stage, Opposite Empire Restaurant, Bangalore - 560038",Bengaluru
Dr. Agarwals Eye Hospital,"No. 3, NARAYANAPPA CHAMBERS",Bengaluru
Sreenagar Hospital,"855/856, RAMANJENEYA MAIN ROAD SRINAGAR",Bengaluru
Digvijaya Hospital,"No 124 7th Block, Jaya Nagar",Bengaluru
Tathagat Heart Care Centre,"NO.31/32 CRESENT ROAD MALLIGE MEDICAL CENTRE PREMISES OPP. SUVARNA NEWS, SHIVANAND CIRCLE",Bengaluru
Drishti Nethralaya,"#30/A, 11th Main Road, 50 Feet Road, Raghavendra block, Srinagar",Bengaluru
THE LIFE PLUS HOSPITAL ( A UNIT OF ASHRITHA HEALTHCARE),"266/C INDIRANAGAR, 80 FEET ROAD, SIR CV RAMAN HOSPITAL ROAD, NEAR CMH HOSPITAL",Bengaluru
Shekar Super Speciality Eye Centre,"No. 704, 3Rd Block",Bengaluru
Bangalore Orthopaedic And Surgical Hospital,"NO. 426, 3RD CROSS, HRBR LAYOUT,KALYAN NAGAR",Bengaluru
Mtb Orthopaedic And Trauma Hospital,"#2&3, OPP. PHOENIX MALL",Bengaluru
Manipal Hospitals (originally incorporated with the name of Columbia Asia Hospital group),"Survey No 46/2, Ward No 150, Ambalipura Sarjapur Road",Bengaluru
Motherhood Hospital,"N0 5, 914, 1ST BLOCK KALYAN NAGAR",Bengaluru
Aaxis Hospital,"NO. 786, NO. 29-1 AND 30 BELLATHUR VILLAGE",Bengaluru
Nuo Garden City Eye Hospital,NEAR HYPER BAZAAR,Bengaluru
Shivashakti Multispeciacity Hospital.,"12/2/B, Kenchanapura cross, nagadevanahalli. kengeri hobli.bangalore-560056",Bengaluru
Astra Super Speciality Hospital,21/7 VASANTHPURA MAIN ROAD,Bengaluru
Motherhood - Banagirinagar,"4/19, 13TH MAIN ROAD, BANASHANKARI 3RD STAGE",Bengaluru
Ndr Hospital,"NO.4 B SECTOR, OPP. YELAHANKA NEW TOWN BUS STAND",Bengaluru
Leelavatti Multispeciality Hospital,"#7.2ND MAIN ROAD, CHAMARAJPET BENGALORE",Bangalore Rural
Lakshmi Eye Hospital,"NO. 290, 15TH CROSS OPP. KANTI SWEETS",Bengaluru
Hbs Hospital,NO. 58 COCK BURN ROAD,Bengaluru
Prakriya Hospital,"NO. 41, RAJA REDDY LAYOUT",Bangalore Rural
Atreum Hospitals Private Limited,"916, 80FEET ROAD IDEAL HOMES TOWNSHIP",Bengaluru
Vijayanagar Hospital,"No. 46, 17th Cross, Mc Road, Viajayanagar",Bengaluru
K I M S Hospital And Research Centre,"K.R.Road, V.V.Puram",Bengaluru
Aster Rv Hospital( A Unit Of Aster Dm Health Care Ltd),"CA 37, 24TH MAIN",Bengaluru
Ovum Woman And Child Speciality Hospital (Cahless only for PVT insurers),NO. 216/A 100FEET OUTER RING ROAD,Bengaluru
Ovum Birthing Center (Cashless only for PVT insurers),#916 5TH A CROSS,Bengaluru
Dr Agarwals Eye Hospital,"No.50, 100 Ft Road,",Bengaluru
Pooja 3d Hospital & Diabetes Centre,"# 103, Bansawadi Main Road, Next To BATA Show Room & Flyover, Subbaiahanapalya Bangalore.",Bengaluru
City Hospital,"205/1, Prakash Complex, B.S.A. Road, Frazer Town",Bengaluru
Sree Lakshmi Multi Speciality Hospital,"#94/2, NEAR HONGASANDRA BUS STOP, BEGUR MAIN ROAD",Bengaluru
Bhagwan Mahaveer Jain Hospital,"17, Millers Road, Vasanthnagar",Bengaluru
Suguna Hospital (No Cashless for Ophthalmology Procedures),"# 1/A, 87, Dr. Raj Kumar Road, 4th N Block, Rajajinagar",Bengaluru
Devi Super Specialty Eye Hospital Pvt. Ltd.,"157/A SECTOR 5, HSR LAYOUT",Bengaluru
"Srusthi Hostpital ,","#30, KODICHIKKANAHALLI MAIN ROAD, NEAR BWSSB KAVERI WATER TANK",Bengaluru
Nethra Eye Hospital,"#8,POOJARY LAYOUT,80FT ROAD,R.M.V.2ND STAGE",Bengaluru
Sai Thunga Health Care,# 187/209/ 186 RING ROAD AGARA HSR LAYOUT NEAR JAGHANATH TEMPLE,Bengaluru
Femiint Health(A Unit Of Chaithanya Integrated Healthcare Ltd),#34. NEXT TO FORUM VALUE MALL,Bengaluru
Slv Prasad Hospital,"(prasad slv hospital), SITE NO. 4/31, 1ST MAIN",Bengaluru
Retina Institute Of Karnataka,"122, 5th Main, Chamrajpet",Bengaluru
Sankara Eye Hospital,"Varthur Road, Kundalahalli Gate",Bengaluru
P M Santhosha Hospital,"WARD NO 198,NEAR MAHAVEER LAKES APARTMENT",Bengaluru
